index,Datetime,Open,High,Low,Close,Volume,RSI,Momentum
275,2025-05-07,96843.84,97738.05,95800.0,97058.32,8328.69875473,66.10236842289929,1196.9900000000052
276,2025-05-08,97058.33,104176.05,96888.25,103253.49,15379.43544074,75.54536537707735,8980.940000000002
277,2025-05-09,103252.2,104352.6,102330.76,102986.96,7318.60440182,74.5827420205273,8252.970000000001
278,2025-05-10,102986.94,104997.0,102831.41,104821.19,3104.17143581,76.77594578198047,7982.020000000004
279,2025-05-11,104817.83,104980.89,103360.22,104137.62,3055.22813204,74.20611878152445,7079.299999999988
280,2025-05-12,104137.58,105787.37,100703.71,102800.21,11005.40673978,69.3174822623705,-453.27999999999884
281,2025-05-13,102800.22,105038.53,101447.78,104131.06,8727.89105836,71.34078795067691,1144.0999999999913
282,2025-05-14,104131.2,104373.0,102603.27,103545.38,7628.70177301,69.17876991629096,-1275.8099999999977
283,2025-05-15,103540.91,104200.0,101400.01,103786.43,7563.00946962,69.58728493622503,-351.1900000000023
284,2025-05-16,103786.4,104616.71,103125.51,103500.03,6881.65708111,68.42681222933453,699.8199999999924
285,2025-05-17,103500.03,103741.98,102612.0,103161.07,1848.95251021,67.00265746382786,-969.9899999999907
286,2025-05-18,103162.53,106692.97,103130.95,106473.46,4130.60889099,72.93153192136826,2928.0800000000017
287,2025-05-19,106488.77,107137.68,102105.0,105616.18,10104.32339011,69.45334920243056,1829.75
288,2025-05-20,105616.21,107355.0,104209.18,106883.24,8804.38724819,71.60853184311694,3383.2100000000064
289,2025-05-21,106883.24,110788.98,106128.14,109699.54,18333.91491262,75.71060656764617,6538.469999999987
290,2025-05-22,109697.19,112000.0,109217.23,111722.53,11250.38756124,78.15245075010766,5249.069999999992
291,2025-05-23,111722.54,111824.07,106800.01,107329.61,9638.23489571,63.27641022677321,1713.4300000000076
292,2025-05-24,107332.08,109517.79,106895.77,107794.01,2611.3560546,64.0553477718145,910.7699999999895
293,2025-05-25,107794.01,109371.04,106632.35,109048.68,2996.9984274,66.14467508805625,-650.8600000000006
294,2025-05-26,109048.41,110474.41,108706.04,109464.32,4641.38117417,66.8324682527076,-2258.209999999992
295,2025-05-27,109464.33,110829.42,107536.41,108978.46,8827.06917845,65.16587509656541,1648.8500000000058
296,2025-05-28,108978.45,109344.89,106790.16,107819.29,6474.20131287,61.2420258619093,25.279999999998836
297,2025-05-29,107819.26,108943.35,105315.0,105572.58,9305.58410478,54.40432529989024,-3476.0999999999913
298,2025-05-30,105572.58,106377.66,103634.48,104033.26,7866.16241154,50.263562321253325,-5431.060000000012
299,2025-05-31,104033.0,104965.5,103110.01,104645.87,2403.60824408,51.83472389977993,-4332.590000000011
300,2025-06-01,104645.87,105937.46,103800.81,105697.94,2369.92891564,54.49340213756187,-2121.3499999999913
301,2025-06-02,105697.93,106000.0,103685.23,105904.94,5818.90812007,55.01949983247699,332.3600000000006
302,2025-06-03,105909.79,106901.68,104910.01,105447.82,6486.4597778,53.547275569223395,1414.5600000000122
303,2025-06-04,105443.95,106058.47,104202.0,104753.38,4505.03599201,51.30144930688084,107.51000000000931
304,2025-06-05,104753.37,105999.68,100345.73,101570.2,10627.57339852,42.50193617012332,-4127.740000000005
305,2025-06-06,101570.2,105439.01,101132.91,104397.99,9677.25748525,50.60713811936118,-1506.949999999997
306,2025-06-07,104398.0,106000.0,103969.7,105619.02,4141.10124271,53.64567652578912,171.1999999999971
307,2025-06-08,105619.02,106548.9,105028.3,105784.4,1998.61011035,54.05791881500005,1031.0199999999895
308,2025-06-09,105784.41,110651.12,105368.27,110301.15,6581.24781856,63.58344373205647,8730.949999999997
309,2025-06-10,110299.69,110420.08,108362.14,110300.24,5433.6716937,63.580583490026505,5902.25
310,2025-06-11,110300.25,110435.05,108091.74,108669.37,4603.3324446,58.501467470130365,3050.3499999999913
311,2025-06-12,108673.77,108853.74,105706.78,105721.05,5734.67136139,50.62755572869013,-63.34999999999127
312,2025-06-13,105716.45,106233.0,102746.01,106118.7,7441.52465913,51.574253079805075,-4182.449999999997
313,2025-06-14,106114.53,106264.36,104351.72,105465.42,2256.48702523,49.882044704905915,-4834.820000000007
314,2025-06-15,105465.42,106184.13,104505.05,105599.25,1722.80945227,50.24222557156195,-3070.1199999999953
315,2025-06-16,105600.21,109000.0,104982.26,106853.38,5952.98369341,53.60698236459904,1132.3300000000017
316,2025-06-17,106853.38,107792.9,103363.3,104590.44,7688.94642443,47.38094635455044,-1528.2599999999948
317,2025-06-18,104590.44,105603.63,103512.38,104915.6,4918.14382744,48.3099259624553,-549.8199999999924
318,2025-06-19,104915.6,105266.61,103916.37,104671.9,2279.05842007,47.631194905003696,-927.3500000000058
319,2025-06-20,104671.4,106553.86,102357.25,103317.8,5047.63626176,43.93737788673525,-3535.5800000000017
320,2025-06-21,103317.79,104013.64,100919.19,102160.03,3287.51327489,41.009049094554314,-2430.4100000000035
321,2025-06-22,102160.36,103417.0,98225.01,100996.87,7872.25874446,38.25083204335917,-3918.7300000000105
322,2025-06-23,100996.87,106135.47,99677.07,105419.39,8910.86676597,51.58446522617698,747.4900000000052
323,2025-06-24,105418.4,106366.29,104681.83,106141.0,5773.20907668,53.3543538091227,2823.199999999997
324,2025-06-25,106141.01,108206.0,105875.0,107400.22,7072.65636297,56.35283279889397,5240.190000000002
325,2025-06-26,107400.22,108345.0,106605.88,107029.64,4900.22231656,55.22767939400087,6032.770000000004
326,2025-06-27,107029.63,107804.2,106413.79,107113.38,6310.43715745,55.444168576949586,1693.9900000000052
327,2025-06-28,107119.17,107599.81,106868.94,107352.2,1227.76803255,56.096174262874,1211.199999999997
328,2025-06-29,107352.2,108550.0,107230.0,108386.44,2154.86170312,58.9010454756573,986.2200000000012
329,2025-06-30,108386.44,108800.0,106724.76,107173.21,4839.04838063,54.50227141753613,143.57000000000698
330,2025-07-01,107173.21,107579.3,105262.0,105711.78,5152.72760186,49.68851379286799,-1401.6000000000058
331,2025-07-02,105711.77,109823.08,105119.7,108888.32,7995.79258367,58.308032252985186,1536.12000000001
332,2025-07-03,108887.03,110590.0,108574.31,109628.83,6434.57921608,60.02728902424498,1242.3899999999994
333,2025-07-04,109628.83,109812.94,107268.84,108028.6,3129.21859997,54.77104476008175,855.3899999999994
334,2025-07-05,108028.6,108454.19,107783.1,108246.65,1513.15428554,55.34483984901673,2534.8699999999953
335,2025-07-06,108246.66,109736.64,107837.7,109217.98,1651.18120197,57.90666231004026,329.65999999998894
336,2025-07-07,109217.98,109741.64,107507.0,108269.84,4455.08353019,54.613109493666386,-1358.9900000000052
337,2025-07-08,108271.49,109255.99,107438.33,108958.04,3785.3907416,56.545086151662915,929.4399999999878
338,2025-07-09,108953.58,112152.91,108329.87,111282.85,7683.83239574,62.37201700342283,3036.2000000000116
339,2025-07-10,111282.84,116842.0,110541.87,116031.3,12920.20742934,70.94254583439968,6813.320000000007
340,2025-07-11,116031.29,118909.74,115211.74,117582.16,10116.886206,73.09776045842186,9312.320000000007
341,2025-07-12,117582.16,118244.51,116940.82,117472.65,2397.72381256,72.68778274131431,8514.61
342,2025-07-13,117472.65,119500.0,117238.69,119130.81,3461.0430314,74.97635239872021,7847.959999999992
343,2025-07-14,119130.81,123231.07,118949.18,119863.71,13536.79954839,75.93614064772918,3832.4100000000035
344,2025-07-15,119863.71,119973.3,115697.37,117781.64,23726.31356081,67.96130385956998,199.47999999999593
345,2025-07-16,117781.63,120134.8,117033.23,118681.68,9250.98642597,69.45467974226055,1209.0299999999988
346,2025-07-17,118681.67,120998.76,117469.0,119273.69,8360.35130892,70.43097943858967,142.88000000000466
347,2025-07-18,119273.7,120918.68,116892.42,118023.05,8735.40386401,65.65672415612596,-1840.6600000000035
348,2025-07-19,118023.06,118564.59,117337.59,117914.17,1700.0997198,65.24208508551166,132.52999999999884
349,2025-07-20,117914.17,117952.12,117711.0,117785.87,29.95515823,64.7233860160508,-895.8099999999977
